customer_id,name,age,gender,country,plan_type,monthly_charge,tenure_months,watch_hours_per_week,num_profiles,logins_last_30_days,last_login_days_ago,preferred_genre,device_type,payment_method,payment_failures_3m,support_tickets,clv_score,clv_segment,churn_probability,churn,email
CUST02038,Ekapad Mukherjee,37,Other,India,Basic,199,45,21.7,2,7,5,Kids,Smart TV,Debit Card,0,1,7485.02,Medium,0.1642,0,ekapad.mukherjee@rediffmail.com
CUST02039,Yashodhara Butala,33,Female,India,Basic,199,72,1.9,2,16,7,Kids,Laptop,Wallet,4,2,522.34,Low,0.9635,1,yashodharabutala60@outlook.com
CUST02040,Ikshita Nigam,30,Female,India,Standard,499,24,40,3,9,1,Romance,Tablet,Wallet,0,1,8259.98,High,0.3103,0,ikshita_nigam@ymail.com
CUST02041,Aayush Bassi,35,Male,USA,Standard,499,29,11.9,1,11,3,Documentary,Smart TV,Wallet,1,0,12566.09,High,0.1316,0,aayush.bassi@ymail.com
CUST02042,Tanay Divan,32,Female,Canada,Premium,799,36,10.4,1,14,2,Comedy,Mobile,Credit Card,1,0,20320.88,High,0.2935,1,tanay_divan@ymail.com
CUST02043,Gayathri Chatterjee,38,Male,UAE,Basic,199,45,3.6,2,15,1,Thriller,Mobile,Debit Card,0,2,6431.31,Medium,0.2818,0,gayathri313@rediffmail.com
CUST02044,Yoshita Iyengar,37,Male,India,Standard,499,41,6.3,5,14,1,Documentary,Smart TV,Wallet,4,0,16040.11,High,0.216,0,yoshitaiyengar90@hotmail.com
CUST02045,Yash Buch,21,Female,India,Standard,499,12,8.5,1,13,1,Comedy,Tablet,Wallet,0,1,5274.38,Medium,0.1192,0,yash_buch@ymail.com
CUST02046,Laksh Krishnamurthy,21,Other,India,Standard,499,25,7.7,5,10,2,Romance,Laptop,Credit Card,0,0,11397.2,High,0.0864,0,laksh_krishnamurthy@ymail.com
CUST02047,Dalbir Sridhar,24,Male,Singapore,Standard,499,41,9.8,3,8,2,Drama,Laptop,Wallet,0,0,18857.21,High,0.0783,0,dalbir_sridhar@gmail.com
CUST02048,Yochana Kala,37,Female,India,Premium,799,51,0.7,4,9,4,Action,Mobile,UPI,0,2,18023.43,High,0.5577,0,yochana_kala@outlook.com
CUST02049,Baghyawati Devan,18,Other,UK,Basic,199,17,3.5,1,18,0,Action,Tablet,Credit Card,1,1,1628.01,Low,0.5188,1,baghyawati.devan@hotmail.com
CUST02050,Nandini Wali,33,Male,India,Premium,799,25,4.6,2,10,4,Documentary,Mobile,Debit Card,0,1,13781.33,High,0.3101,0,nandiniwali91@rediffmail.com
CUST02051,Yatin Sehgal,32,Female,India,Basic,199,27,2.4,1,11,0,Thriller,Tablet,UPI,2,0,3181.78,Medium,0.4078,0,yatin.sehgal@yahoo.com
CUST02052,Rachana Merchant,39,Male,India,Premium,799,20,1.5,2,12,1,Action,Tablet,Credit Card,1,0,3100,Medium,0.806,1,rachanamerchant62@ymail.com
CUST02053,Champak Deol,31,Other,India,Premium,799,24,1.2,5,13,3,Romance,Smart TV,UPI,0,1,7880.07,Medium,0.5891,1,champak_deol@ymail.com
CUST02054,Zilmil Nadkarni,19,Other,India,Basic,199,72,3.7,1,15,5,Documentary,Laptop,UPI,0,2,11161.21,High,0.221,0,zilmil525@hotmail.com
CUST02055,Baljiwan Luthra,22,Male,India,Premium,799,17,5.4,2,16,7,Kids,Smart TV,Wallet,0,1,9224.76,High,0.3209,1,baljiwan_luthra@hotmail.com
CUST02056,Aahana Chauhan,20,Other,India,Standard,499,18,0.5,1,12,0,Comedy,Laptop,Debit Card,3,4,169.01,Low,0.9812,1,aahana.chauhan@hotmail.com
CUST02057,Ethan Parikh,25,Female,India,Basic,199,3,23.4,3,15,3,Romance,Tablet,Debit Card,1,0,645.09,Low,0.4597,0,ethan_parikh@outlook.com
CUST02058,Charles Kalla,28,Male,India,Standard,499,3,11.6,1,14,2,Comedy,Smart TV,Debit Card,0,5,637.76,Low,0.787,0,charles.kalla@outlook.com
CUST02059,Matthew Amble,20,Female,India,Basic,199,28,10.5,1,15,5,Action,Laptop,Credit Card,0,1,4793,Medium,0.1398,0,matthew.amble@yahoo.com
CUST02060,Aashi Cheema,41,Other,UAE,Premium,799,41,1.5,2,9,1,Kids,Tablet,Credit Card,0,2,7065.84,Medium,0.7843,0,aashi.cheema@outlook.com
CUST02061,Faris Shenoy,19,Female,Canada,Standard,499,36,7.4,3,8,6,Drama,Tablet,Wallet,0,0,16681.83,High,0.0714,0,faris.shenoy@gmail.com
CUST02062,Raksha Srivastava,40,Female,India,Standard,499,9,6,1,13,4,Kids,Tablet,Wallet,1,1,3201.67,Medium,0.2871,0,rakshasrivastava19@ymail.com
CUST02063,Madhavi Mammen,39,Female,UAE,Basic,199,34,32.4,1,9,7,Thriller,Laptop,UPI,1,2,5791.72,Medium,0.144,0,madhavi.mammen@yahoo.com
CUST02064,Abdul Sen,37,Other,India,Standard,499,18,11,1,10,20,Kids,Tablet,Debit Card,0,2,5215.96,Medium,0.4193,0,abdulsen54@hotmail.com
CUST02065,Matthew Kant,24,Other,India,Basic,199,14,6.9,5,8,11,Action,Tablet,Debit Card,2,0,1789.23,Low,0.3578,0,matthew440@outlook.com
CUST02066,Sanya Handa,32,Female,India,Basic,199,5,15.2,2,14,4,Comedy,Tablet,Credit Card,0,0,705.34,Low,0.4093,1,sanya_handa@ymail.com
CUST02067,Sarthak Memon,19,Other,UAE,Standard,499,10,1.3,3,12,11,Action,Mobile,UPI,0,1,1318.63,Low,0.7357,1,sarthakmemon9@yahoo.com
CUST02068,Veda Solanki,37,Female,India,Standard,499,29,0.5,3,6,0,Comedy,Mobile,Debit Card,1,3,3025.35,Medium,0.7909,1,veda353@rediffmail.com
CUST02069,Utkarsh Vohra,29,Other,India,Basic,199,25,9.4,1,14,0,Action,Mobile,UPI,0,0,4571.46,Medium,0.0811,0,utkarsh_vohra@rediffmail.com
CUST02070,Chavvi Bhatnagar,26,Female,India,Premium,799,22,0.8,2,10,3,Documentary,Laptop,Credit Card,0,0,4997.34,Medium,0.7157,1,chavvi691@outlook.com
CUST02071,Matthew Chawla,20,Female,India,Standard,499,1,1,1,10,18,Documentary,Mobile,Credit Card,0,3,99.25,Low,0.9669,1,matthewchawla39@outlook.com
CUST02072,Kevin Uppal,18,Female,India,Premium,799,22,10.9,2,9,6,Documentary,Laptop,Debit Card,0,1,12732.47,High,0.2757,1,kevin_uppal@hotmail.com
CUST02073,Jyoti Pingle,21,Female,India,Premium,799,12,2.5,2,9,1,Romance,Smart TV,Debit Card,0,0,6401.86,Medium,0.3323,1,jyoti_pingle@yahoo.com
CUST02074,Tara Sharaf,38,Other,India,Basic,199,25,7.9,2,12,5,Thriller,Tablet,Wallet,1,0,4116.18,Medium,0.1726,0,tara_sharaf@gmail.com
CUST02075,Darpan Verma,26,Male,India,Basic,199,46,20,1,10,0,Comedy,Laptop,Debit Card,0,1,8338.55,High,0.0891,0,darpanverma22@outlook.com
CUST02076,Qasim Dua,28,Other,India,Standard,499,13,3,1,11,3,Documentary,Tablet,Debit Card,0,0,4390.77,Medium,0.3231,0,qasimdua69@ymail.com
CUST02077,Ishaan Rege,35,Female,UK,Basic,199,21,2,3,11,1,Thriller,Laptop,Credit Card,0,0,2688.53,Low,0.3567,0,ishaanrege91@yahoo.com
CUST02078,Yutika Venkataraman,44,Female,India,Basic,199,71,0.9,3,12,0,Drama,Smart TV,Debit Card,0,1,6081.48,Medium,0.5696,0,yutika.venkataraman@yahoo.com
CUST02079,Abhiram Suresh,40,Male,India,Basic,199,24,1.1,1,10,1,Action,Mobile,Wallet,0,0,1091.84,Low,0.7714,0,abhiram139@hotmail.com
CUST02080,Watika Mishra,22,Female,India,Premium,799,19,0.5,1,13,6,Action,Tablet,Credit Card,2,0,1711.93,Low,0.8872,1,watikamishra48@hotmail.com
CUST02081,Robert Ram,18,Female,India,Standard,499,9,0.7,4,15,4,Documentary,Smart TV,UPI,2,0,817.96,Low,0.8179,0,robert_ram@rediffmail.com
CUST02082,Falak Rana,48,Other,India,Basic,199,35,4.5,3,10,0,Comedy,Smart TV,UPI,0,1,5811.25,Medium,0.1656,0,falak391@hotmail.com
CUST02083,Frederick Ghosh,48,Other,UK,Basic,199,8,3.1,5,10,2,Romance,Mobile,Credit Card,2,0,243.14,Low,0.8473,0,frederick_ghosh@rediffmail.com
CUST02084,Hemal Kunda,31,Other,India,Basic,199,47,9.8,1,15,6,Drama,Smart TV,Credit Card,0,0,7829.8,Medium,0.1629,0,hemal424@gmail.com
CUST02085,Aishani Prashad,19,Female,UAE,Basic,199,32,16.3,2,8,15,Thriller,Tablet,Wallet,0,0,5800.32,Medium,0.0891,0,aishani_prashad@yahoo.com
CUST02086,Aahana Kapur,37,Other,USA,Premium,799,12,12.3,1,9,10,Romance,Tablet,UPI,1,0,6099.17,Medium,0.3639,0,aahana_kapur@yahoo.com
CUST02087,Dalbir Rajagopal,29,Other,Singapore,Standard,499,10,6.1,3,10,0,Drama,Mobile,Credit Card,1,1,3617.19,Medium,0.2751,0,dalbir312@ymail.com
CUST02088,Maanav Chada,29,Female,India,Standard,499,10,0.9,1,14,1,Comedy,Mobile,UPI,0,4,707.5,Low,0.8582,1,maanavchada97@hotmail.com
CUST02089,Lajita Grewal,37,Other,India,Standard,499,3,9.9,1,10,1,Romance,Smart TV,Debit Card,0,1,2313.38,Low,0.2273,0,lajita938@rediffmail.com
CUST02090,Ranveer Shankar,32,Other,India,Basic,199,28,3.6,1,11,2,Kids,Mobile,Wallet,0,0,4338.02,Medium,0.2215,0,ranveer125@hotmail.com
CUST02091,Niharika Sarna,20,Female,Canada,Premium,799,1,0.7,3,8,5,Documentary,Smart TV,UPI,0,0,417.9,Low,0.9128,1,niharika.sarna@gmail.com
CUST02092,Luke Barman,27,Male,India,Premium,799,18,14.8,2,11,0,Thriller,Tablet,UPI,0,0,10394.43,High,0.2773,1,lukebarman4@hotmail.com
CUST02093,Alka Oza,35,Female,India,Standard,499,17,3.3,3,14,12,Drama,Smart TV,Credit Card,1,0,5292.31,Medium,0.3761,1,alka_oza@outlook.com
CUST02094,Ucchal Chahal,34,Male,India,Standard,499,15,2,4,16,7,Drama,Smart TV,Credit Card,0,0,4600.31,Medium,0.3854,0,ucchalchahal78@gmail.com
CUST02095,Hemang Chakraborty,32,Female,India,Basic,199,28,16.4,3,19,2,Romance,Tablet,Wallet,0,0,4892.17,Medium,0.122,1,hemang_chakraborty@rediffmail.com
CUST02096,Girindra Tara,37,Female,India,Standard,499,12,18.6,2,14,4,Romance,Mobile,UPI,0,3,1694.62,Low,0.717,1,girindra95@yahoo.com
CUST02097,Damini Dhingra,27,Male,India,Basic,199,22,3.3,5,18,3,Drama,Mobile,UPI,2,3,293.37,Low,0.933,1,damini.dhingra@ymail.com
CUST02098,Ikbal Dugar,31,Female,Singapore,Standard,499,47,3.5,2,18,4,Kids,Mobile,Debit Card,0,1,15429.58,High,0.3421,0,ikbal209@rediffmail.com
CUST02099,Viraj Kashyap,18,Male,Singapore,Standard,499,30,6.9,1,19,9,Kids,Tablet,UPI,0,0,12991.85,High,0.1321,1,viraj.kashyap@hotmail.com
CUST02100,Zilmil Kar,26,Female,India,Premium,799,14,10.6,5,9,1,Romance,Smart TV,UPI,0,2,8489.99,High,0.241,1,zilmilkar47@ymail.com
CUST02101,Geetika Sankaran,36,Other,India,Standard,499,20,0.5,1,8,5,Thriller,Mobile,UPI,1,0,2228.78,Low,0.7767,1,geetika388@ymail.com
CUST02102,Aahana Pradhan,26,Male,India,Standard,499,15,7.2,2,10,0,Action,Laptop,Wallet,0,0,4438.32,Medium,0.407,1,aahana_pradhan@hotmail.com
CUST02103,Ekavir Goel,26,Other,India,Basic,199,17,24.4,2,12,3,Romance,Smart TV,Debit Card,0,0,2627.57,Low,0.2233,0,ekavir.goel@hotmail.com
CUST02104,Dakshesh Chandra,21,Male,India,Basic,199,23,2.4,2,18,5,Drama,Smart TV,UPI,0,0,3679.48,Medium,0.1961,1,dakshesh919@yahoo.com
CUST02105,Teerth Tandon,38,Male,India,Premium,799,5,19.2,2,16,0,Action,Smart TV,Wallet,0,0,3340.37,Medium,0.3032,0,teerth832@ymail.com
CUST02106,Vasana Pandya,34,Other,India,Premium,799,4,24,1,24,0,Drama,Tablet,Credit Card,0,0,3915.73,Medium,0.1832,1,vasana835@hotmail.com
CUST02107,Vamakshi Dhar,36,Male,India,Standard,499,9,2.5,2,14,0,Documentary,Mobile,Wallet,0,0,3622.46,Medium,0.1934,0,vamakshi.dhar@ymail.com
CUST02108,Finn Kala,18,Other,Singapore,Standard,499,29,11.2,3,8,2,Romance,Laptop,UPI,0,2,11356.08,High,0.2153,1,finn320@yahoo.com
CUST02109,Vanya Som,28,Other,India,Basic,199,31,2.2,1,10,4,Comedy,Mobile,Debit Card,1,0,3737.97,Medium,0.3941,0,vanya77@rediffmail.com
CUST02110,Widisha Bhatia,27,Female,India,Premium,799,35,10.7,2,13,27,Drama,Laptop,UPI,0,0,23641.58,High,0.1546,0,widisha_bhatia@gmail.com
CUST02111,Dipta Dutta,27,Other,India,Basic,199,9,12.8,1,3,1,Kids,Laptop,UPI,1,0,1369.95,Low,0.2351,0,dipta579@outlook.com
CUST02112,Januja Chadha,25,Female,India,Standard,499,21,2.3,4,17,0,Romance,Laptop,Wallet,0,0,8878.33,High,0.1528,0,janujachadha73@ymail.com
CUST02113,Irya Sengupta,27,Female,Canada,Basic,199,14,10.1,3,12,2,Action,Laptop,Credit Card,4,1,627.54,Low,0.7748,1,irya862@yahoo.com
CUST02114,Arjun Ghose,36,Male,India,Standard,499,18,13.4,4,14,0,Documentary,Mobile,Debit Card,3,0,5947.68,Medium,0.3378,0,arjun.ghose@hotmail.com
CUST02115,Rehaan Apte,18,Other,India,Basic,199,14,3.6,1,15,0,Action,Mobile,Credit Card,1,1,1219.48,Low,0.5623,1,rehaan321@hotmail.com
CUST02116,Indali Comar,44,Male,Singapore,Standard,499,24,1.5,1,19,4,Drama,Smart TV,UPI,3,1,726.54,Low,0.9393,1,indalicomar95@rediffmail.com
CUST02117,Janya Lalla,33,Female,UK,Standard,499,11,0.8,1,12,10,Documentary,Smart TV,Wallet,0,2,2173.72,Low,0.604,1,janya_lalla@gmail.com
CUST02118,Vritti Rana,29,Female,India,Standard,499,44,6.9,1,12,9,Thriller,Smart TV,Debit Card,1,0,19773.02,High,0.0994,0,vritti864@hotmail.com
CUST02119,Girik Sem,37,Other,India,Standard,499,44,30.6,2,9,0,Drama,Smart TV,Wallet,0,0,20009.27,High,0.0887,0,girik_sem@gmail.com
CUST02120,Odika Kapur,18,Male,Singapore,Standard,499,28,13.9,5,6,0,Action,Tablet,Debit Card,1,4,7676.36,Medium,0.4506,0,odikakapur23@outlook.com
CUST02121,Warhi Arya,24,Male,UAE,Basic,199,40,4.6,2,10,3,Kids,Laptop,UPI,0,1,6478.2,Medium,0.1862,0,warhi_arya@gmail.com
CUST02122,Urmi Vala,29,Male,India,Standard,499,5,6.2,5,7,2,Action,Smart TV,UPI,0,4,964.45,Low,0.6779,1,urmi_vala@outlook.com
CUST02123,Oscar Dugal,40,Male,India,Basic,199,45,2.6,1,11,6,Thriller,Tablet,Wallet,3,3,3671.13,Medium,0.59,1,oscar589@rediffmail.com
CUST02124,Rachana Chander,29,Male,UAE,Standard,499,26,1.4,4,9,3,Romance,Smart TV,UPI,0,1,5038.22,Medium,0.6117,0,rachana712@hotmail.com
CUST02125,Gaurang Pathak,33,Male,Singapore,Basic,199,11,5.3,1,14,0,Drama,Laptop,Credit Card,1,0,1625.48,Low,0.2574,1,gaurang.pathak@ymail.com
CUST02126,Wridesh Dash,25,Male,India,Premium,799,10,5,4,13,1,Kids,Laptop,UPI,1,2,4779.86,Medium,0.4018,0,wridesh.dash@hotmail.com
CUST02127,Ekantika Jhaveri,33,Male,India,Basic,199,56,5.9,1,14,11,Action,Laptop,UPI,0,1,10524.43,High,0.0556,0,ekantikajhaveri41@yahoo.com
CUST02128,Harshil Nanda,43,Male,UAE,Premium,799,35,24.4,4,6,3,Action,Tablet,Wallet,0,1,24729.43,High,0.1157,0,harshil_nanda@hotmail.com
CUST02129,Nachiket Batra,37,Female,India,Standard,499,17,7.4,1,13,7,Thriller,Tablet,Credit Card,0,1,5932.19,Medium,0.3007,0,nachiket_batra@hotmail.com
CUST02130,Gaurika Pant,29,Male,UAE,Premium,799,5,7.4,2,13,2,Comedy,Mobile,Debit Card,3,1,1050.47,Low,0.7809,1,gaurika.pant@gmail.com
CUST02131,Lohit Toor,35,Female,Singapore,Premium,799,47,1.1,2,15,5,Comedy,Smart TV,Wallet,3,1,4534.29,Medium,0.8793,1,lohittoor25@rediffmail.com
CUST02132,Hredhaan Deshpande,34,Male,India,Basic,199,7,40,2,17,0,Comedy,Laptop,Wallet,1,0,1037.1,Low,0.2555,0,hredhaandeshpande77@gmail.com
CUST02133,Praneel Shan,34,Male,India,Basic,199,14,11.9,3,16,6,Action,Smart TV,Credit Card,2,0,1620.97,Low,0.4182,1,praneel_shan@rediffmail.com
CUST02134,Ekavir Ramachandran,38,Male,India,Basic,199,17,16.8,5,8,7,Comedy,Smart TV,Wallet,0,2,2631.79,Low,0.2221,0,ekavir_ramachandran@ymail.com
CUST02135,Faras Lad,38,Female,Singapore,Basic,199,10,4.3,3,13,0,Comedy,Tablet,Wallet,0,2,1095.34,Low,0.4496,0,faras_lad@gmail.com
CUST02136,Inaya Mahajan,28,Male,India,Standard,499,17,5.6,3,7,1,Comedy,Tablet,Debit Card,0,1,6730.42,Medium,0.2066,1,inaya_mahajan@yahoo.com
CUST02137,Shravya Banik,35,Female,India,Premium,799,19,5.9,1,14,3,Comedy,Mobile,Wallet,0,0,13468.5,High,0.1128,1,shravya_banik@hotmail.com
CUST02138,Xavier Dube,26,Male,India,Basic,199,16,1.7,3,14,5,Action,Tablet,Credit Card,0,0,935.22,Low,0.7063,0,xavierdube14@yahoo.com
CUST02139,Zaitra Sood,22,Female,India,Basic,199,25,9.4,2,10,5,Thriller,Laptop,Wallet,0,0,4757.96,Medium,0.0436,0,zaitrasood29@rediffmail.com
CUST02140,Amruta Vyas,27,Other,UAE,Basic,199,58,18.7,4,17,5,Romance,Laptop,Wallet,1,0,9327.35,High,0.1919,0,amruta.vyas@rediffmail.com
CUST02141,Advika Tiwari,29,Male,India,Basic,199,5,1.4,2,11,6,Comedy,Laptop,UPI,0,0,257.01,Low,0.7848,1,advika.tiwari@outlook.com
CUST02142,Nitara Doctor,18,Male,India,Standard,499,22,0.7,3,10,3,Kids,Smart TV,Debit Card,0,0,4843.26,Medium,0.5588,0,nitara.doctor@gmail.com
CUST02143,Bahadurjit Pal,36,Other,India,Premium,799,7,10.7,1,11,4,Romance,Mobile,Debit Card,0,0,4072.03,Medium,0.2719,1,bahadurjit_pal@outlook.com
CUST02144,Bahadurjit Subramanian,18,Female,India,Basic,199,4,2.6,1,9,0,Comedy,Smart TV,Credit Card,1,1,529.87,Low,0.5562,0,bahadurjit_subramanian@yahoo.com
CUST02145,Sanaya Chandra,51,Female,India,Standard,499,38,7.8,2,7,0,Kids,Tablet,UPI,0,4,13883.1,High,0.2678,0,sanaya.chandra@yahoo.com
CUST02146,Diya Balay,42,Other,Singapore,Premium,799,24,9.5,2,11,3,Kids,Mobile,UPI,0,0,17084.29,High,0.1091,0,diyabalay16@ymail.com
CUST02147,Gavin Venkatesh,27,Female,India,Standard,499,4,3.1,1,14,6,Thriller,Laptop,Wallet,1,0,1425.36,Low,0.5239,0,gavinvenkatesh19@ymail.com
CUST02148,Tanay Bahri,30,Male,India,Premium,799,17,13.5,1,18,8,Drama,Laptop,UPI,0,5,6721.31,Medium,0.5052,1,tanaybahri17@hotmail.com
CUST02149,Ishwar Barad,32,Male,India,Standard,499,9,6.4,4,13,6,Drama,Mobile,Debit Card,0,3,2996.67,Low,0.3327,1,ishwar.barad@gmail.com
CUST02150,Nihal Goyal,25,Female,India,Basic,199,17,16.3,1,13,3,Action,Tablet,Wallet,1,0,2427.71,Low,0.2824,0,nihal803@gmail.com
CUST02151,Quincy Chakraborty,31,Female,India,Basic,199,32,11.5,4,8,1,Action,Smart TV,Wallet,0,0,5793.9,Medium,0.0902,0,quincy.chakraborty@outlook.com
CUST02152,Saksham Gokhale,28,Female,India,Standard,499,30,16.2,1,14,2,Kids,Smart TV,Wallet,0,0,12602.45,High,0.1582,0,saksham.gokhale@gmail.com
CUST02153,Harinakshi Prasad,29,Female,UAE,Basic,199,14,0.5,1,14,0,Comedy,Mobile,UPI,0,0,566.52,Low,0.7967,0,harinakshi_prasad@outlook.com
CUST02154,Chaaya Rajagopal,31,Male,India,Basic,199,39,2.2,2,7,4,Action,Laptop,Credit Card,0,0,6373.34,Medium,0.1788,0,chaaya.rajagopal@gmail.com
CUST02155,Warda Mangal,19,Other,India,Basic,199,50,0.8,2,13,0,Romance,Smart TV,Debit Card,0,0,5892.89,Medium,0.4077,0,wardamangal16@gmail.com
CUST02156,Yahvi Sen,30,Male,India,Standard,499,33,4.7,2,8,0,Romance,Tablet,UPI,0,1,13705.47,High,0.1677,1,yahvi_sen@rediffmail.com
CUST02157,Siddharth Sibal,31,Other,India,Basic,199,12,17.7,2,9,4,Thriller,Tablet,Credit Card,2,0,1379.52,Low,0.4223,1,siddharth_sibal@gmail.com
CUST02158,Rachita Venkatesh,31,Other,India,Standard,499,18,5,1,8,0,Thriller,Tablet,Credit Card,0,1,7173.85,Medium,0.2013,0,rachitavenkatesh45@rediffmail.com
CUST02159,Saumya Bora,28,Male,USA,Standard,499,56,15.2,3,7,4,Documentary,Mobile,UPI,0,0,26100.8,High,0.066,0,saumyabora94@rediffmail.com
CUST02160,Ekaja Gopal,39,Female,India,Premium,799,15,3.2,2,9,5,Thriller,Mobile,Debit Card,0,1,7845.59,Medium,0.3454,0,ekaja.gopal@rediffmail.com
CUST02161,Irya Babu,27,Other,India,Basic,199,30,3.3,2,17,7,Romance,Tablet,UPI,2,1,3907.79,Medium,0.3454,1,iryababu98@rediffmail.com
CUST02162,Hiral Bera,31,Male,India,Standard,499,10,18.1,4,12,0,Documentary,Smart TV,Credit Card,1,1,3556.3,Medium,0.2873,1,hiral_bera@ymail.com
CUST02163,Diya Garde,40,Female,India,Basic,199,40,4.4,3,9,0,Drama,Tablet,UPI,0,0,6285.28,Medium,0.2104,0,diya.garde@yahoo.com
CUST02164,Mohini Nagarajan,29,Male,India,Basic,199,9,12.5,2,11,7,Thriller,Smart TV,Credit Card,0,0,1610.71,Low,0.1007,0,mohininagarajan13@ymail.com
CUST02165,Vrishti Golla,31,Female,Canada,Premium,799,18,2.2,4,10,1,Kids,Smart TV,UPI,0,0,11800.75,High,0.1795,0,vrishti_golla@rediffmail.com
CUST02166,Irya Hora,29,Male,India,Premium,799,29,23.8,4,8,10,Comedy,Smart TV,Debit Card,0,1,18064.22,High,0.2204,0,irya199@ymail.com
CUST02167,Janya Sathe,39,Other,India,Standard,499,64,6.8,2,11,1,Drama,Laptop,Debit Card,0,0,29504.58,High,0.0761,0,janya_sathe@ymail.com
CUST02168,Mitesh Sarma,27,Female,India,Basic,199,23,11.4,1,14,4,Drama,Tablet,UPI,0,1,2753.36,Low,0.3984,0,miteshsarma55@outlook.com
CUST02169,Eesha Doshi,40,Other,India,Basic,199,16,0.8,4,10,0,Romance,Mobile,Credit Card,0,0,1342.29,Low,0.5784,1,eesha_doshi@outlook.com
CUST02170,Harini Sarraf,29,Other,Canada,Premium,799,15,5.4,1,16,2,Action,Tablet,Wallet,0,0,9731.91,High,0.188,0,harinisarraf60@gmail.com
CUST02171,Vinaya Ranganathan,23,Female,Singapore,Premium,799,38,18.5,1,11,10,Thriller,Laptop,UPI,0,1,24886.7,High,0.1803,0,vinaya_ranganathan@outlook.com
CUST02172,Samar Narang,35,Female,India,Standard,499,28,16.8,2,7,4,Action,Laptop,Wallet,0,0,13134.82,High,0.0599,0,samar.narang@rediffmail.com
CUST02173,Pushti Tripathi,27,Other,India,Basic,199,32,0.5,3,7,5,Romance,Mobile,Debit Card,0,0,1792.42,Low,0.7185,0,pushti128@hotmail.com
CUST02174,Bimala Chandran,34,Female,India,Premium,799,54,2.9,4,18,1,Thriller,Smart TV,UPI,2,1,25780.94,High,0.4025,0,bimala_chandran@hotmail.com
CUST02175,Maanas Bhakta,18,Male,India,Basic,199,20,4.7,3,11,12,Kids,Tablet,Credit Card,1,1,1738.09,Low,0.5633,0,maanas241@ymail.com
CUST02176,Krishna Din,30,Female,India,Premium,799,26,1.5,5,15,4,Documentary,Laptop,Wallet,3,0,4954.4,Medium,0.7615,0,krishna.din@hotmail.com
CUST02177,Dhruv Dua,26,Other,India,Standard,499,15,10.5,1,14,0,Documentary,Tablet,Wallet,0,0,5090.49,Medium,0.3199,1,dhruvdua87@outlook.com
CUST02178,Samesh Tandon,21,Male,UK,Standard,499,10,1.6,1,17,0,Romance,Mobile,Debit Card,0,1,1291.92,Low,0.7411,0,samesh.tandon@gmail.com
CUST02179,Devika Nanda,25,Other,Canada,Standard,499,12,3.4,3,12,0,Drama,Tablet,Wallet,1,4,571.66,Low,0.9045,1,devika.nanda@outlook.com
CUST02180,Ekbal Kohli,25,Male,India,Basic,199,1,8.7,5,12,0,Action,Smart TV,Debit Card,0,0,372.85,Low,0.6877,1,ekbal414@gmail.com
CUST02181,Upma Issac,29,Other,India,Basic,199,29,5.3,2,10,12,Romance,Tablet,Debit Card,0,1,4702.19,Medium,0.1852,0,upmaissac76@ymail.com
CUST02182,Ishanvi Minhas,19,Female,India,Basic,199,27,10.7,1,11,2,Drama,Laptop,Debit Card,0,3,4453.46,Medium,0.1711,0,ishanvi_minhas@gmail.com
CUST02183,Pavani Chaudry,32,Female,India,Basic,199,29,26,1,7,1,Comedy,Tablet,Credit Card,0,0,5224.74,Medium,0.0947,0,pavani874@yahoo.com
CUST02184,Abdul Sengupta,40,Other,India,Premium,799,9,1,1,17,2,Romance,Tablet,Wallet,1,0,2017.54,Low,0.7194,1,abdul868@gmail.com
CUST02185,Naksh Mangat,32,Female,India,Basic,199,12,9.9,2,9,2,Documentary,Mobile,Debit Card,1,1,1245.84,Low,0.4783,1,naksh_mangat@ymail.com
CUST02186,Hemang Pradhan,36,Female,India,Premium,799,11,2.1,1,14,1,Comedy,Tablet,UPI,3,0,2587.94,Low,0.7055,1,hemang374@ymail.com
CUST02187,Peter Chanda,38,Female,India,Basic,199,42,4.3,4,11,0,Kids,Mobile,Credit Card,3,0,4284.18,Medium,0.4874,1,peter982@ymail.com
CUST02188,Indira Dara,39,Female,India,Standard,499,23,0.5,2,13,0,Thriller,Smart TV,Debit Card,0,0,4546.1,Medium,0.6039,1,indiradara66@outlook.com
CUST02189,Chaaya Lalla,44,Female,UK,Basic,199,20,1.2,3,13,4,Drama,Tablet,UPI,0,0,1547.95,Low,0.6111,0,chaaya_lalla@outlook.com
CUST02190,Ishita Dalal,26,Male,India,Premium,799,34,3.1,1,10,2,Drama,Laptop,Debit Card,0,0,24702.04,High,0.0907,0,ishitadalal64@outlook.com
CUST02191,Faris Borde,24,Other,India,Standard,499,11,3.3,1,15,11,Kids,Smart TV,Credit Card,0,1,3017.76,Medium,0.4502,1,faris.borde@gmail.com
CUST02192,Thomas Buch,36,Female,India,Standard,499,26,18.4,2,10,3,Comedy,Mobile,Debit Card,0,4,8343.32,High,0.3569,0,thomas.buch@gmail.com
CUST02193,Vansha Dhaliwal,35,Male,India,Premium,799,70,10.8,4,12,3,Thriller,Tablet,Debit Card,0,0,48610.98,High,0.1309,0,vansha_dhaliwal@yahoo.com
CUST02194,Garima Nair,36,Female,India,Basic,199,47,28.7,2,13,13,Comedy,Mobile,Credit Card,0,0,7854.21,Medium,0.1602,1,garima.nair@yahoo.com
